instant,dteday,weathersit,temp,atemp,hum,windspeed,cnt,month,day,year,day of week,quarter,days passed,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Weekend
4489,10/7/2011,1,0.74,0.697,0.66,0.2239,143,7,10,2011,7,3,190,0,0,0,0,0,0,1
4490,10/7/2011,1,0.72,0.6818,0.66,0.2537,72,7,10,2011,7,3,190,0,0,0,0,0,0,1
4491,11/7/2011,1,0.7,0.6515,0.65,0.194,35,7,11,2011,1,3,191,1,0,0,0,0,0,0
4492,11/7/2011,1,0.7,0.6515,0.61,0.2836,10,7,11,2011,1,3,191,1,0,0,0,0,0,0
4493,11/7/2011,1,0.7,0.6515,0.61,0.2239,12,7,11,2011,1,3,191,1,0,0,0,0,0,0
4494,11/7/2011,1,0.68,0.6364,0.65,0.1642,10,7,11,2011,1,3,191,1,0,0,0,0,0,0
4495,11/7/2011,1,0.66,0.6212,0.74,0.2239,4,7,11,2011,1,3,191,1,0,0,0,0,0,0
4496,11/7/2011,1,0.66,0.6212,0.74,0.1343,26,7,11,2011,1,3,191,1,0,0,0,0,0,0
4497,11/7/2011,1,0.68,0.6364,0.74,0.194,121,7,11,2011,1,3,191,1,0,0,0,0,0,0
4498,11/7/2011,1,0.7,0.6667,0.74,0.2537,317,7,11,2011,1,3,191,1,0,0,0,0,0,0
4499,11/7/2011,1,0.74,0.697,0.66,0.2836,420,7,11,2011,1,3,191,1,0,0,0,0,0,0
4500,11/7/2011,1,0.78,0.7424,0.59,0.2985,208,7,11,2011,1,3,191,1,0,0,0,0,0,0
4501,11/7/2011,1,0.8,0.7576,0.55,0.3582,117,7,11,2011,1,3,191,1,0,0,0,0,0,0
4502,11/7/2011,1,0.82,0.7879,0.56,0.2985,128,7,11,2011,1,3,191,1,0,0,0,0,0,0
4503,11/7/2011,1,0.84,0.803,0.53,0.2836,148,7,11,2011,1,3,191,1,0,0,0,0,0,0
4504,11/7/2011,1,0.86,0.8182,0.5,0.2537,141,7,11,2011,1,3,191,1,0,0,0,0,0,0
4505,11/7/2011,1,0.86,0.8333,0.53,0.2836,134,7,11,2011,1,3,191,1,0,0,0,0,0,0
4506,11/7/2011,1,0.86,0.8485,0.56,0.4179,146,7,11,2011,1,3,191,1,0,0,0,0,0,0
4507,11/7/2011,1,0.86,0.8485,0.56,0.3881,239,7,11,2011,1,3,191,1,0,0,0,0,0,0
4508,11/7/2011,1,0.86,0.8485,0.56,0.4179,514,7,11,2011,1,3,191,1,0,0,0,0,0,0
4509,11/7/2011,1,0.86,0.8333,0.53,0.3881,472,7,11,2011,1,3,191,1,0,0,0,0,0,0
4510,11/7/2011,1,0.84,0.8333,0.59,0.3284,373,7,11,2011,1,3,191,1,0,0,0,0,0,0
4511,11/7/2011,1,0.72,0.697,0.74,0.4179,236,7,11,2011,1,3,191,1,0,0,0,0,0,0
4512,11/7/2011,1,0.7,0.6667,0.79,0.4179,130,7,11,2011,1,3,191,1,0,0,0,0,0,0
4513,11/7/2011,1,0.72,0.697,0.74,0.1343,90,7,11,2011,1,3,191,1,0,0,0,0,0,0
4514,11/7/2011,1,0.7,0.6667,0.79,0.1343,55,7,11,2011,1,3,191,1,0,0,0,0,0,0
4515,12/7/2011,1,0.7,0.6667,0.79,0.1343,22,7,12,2011,2,3,192,0,1,0,0,0,0,0
4516,12/7/2011,1,0.7,0.6667,0.79,0.0896,14,7,12,2011,2,3,192,0,1,0,0,0,0,0
4517,12/7/2011,1,0.7,0.6667,0.79,0.1045,9,7,12,2011,2,3,192,0,1,0,0,0,0,0
4518,12/7/2011,2,0.7,0.6667,0.79,0,8,7,12,2011,2,3,192,0,1,0,0,0,0,0
4519,12/7/2011,1,0.7,0.6667,0.79,0.1642,6,7,12,2011,2,3,192,0,1,0,0,0,0,0
4520,12/7/2011,1,0.7,0.6667,0.79,0.0896,25,7,12,2011,2,3,192,0,1,0,0,0,0,0
4521,12/7/2011,1,0.74,0.6818,0.58,0.2239,115,7,12,2011,2,3,192,0,1,0,0,0,0,0
4522,12/7/2011,1,0.76,0.697,0.55,0.194,330,7,12,2011,2,3,192,0,1,0,0,0,0,0
4523,12/7/2011,1,0.76,0.7121,0.58,0.2239,417,7,12,2011,2,3,192,0,1,0,0,0,0,0
4524,12/7/2011,1,0.78,0.7273,0.55,0.4925,176,7,12,2011,2,3,192,0,1,0,0,0,0,0
4525,12/7/2011,1,0.82,0.7727,0.52,0.1642,123,7,12,2011,2,3,192,0,1,0,0,0,0,0
4526,12/7/2011,1,0.82,0.7727,0.52,0.1642,125,7,12,2011,2,3,192,0,1,0,0,0,0,0
4527,12/7/2011,1,0.86,0.7879,0.44,0.2985,163,7,12,2011,2,3,192,0,1,0,0,0,0,0
4528,12/7/2011,1,0.86,0.803,0.47,0.2239,136,7,12,2011,2,3,192,0,1,0,0,0,0,0
4529,12/7/2011,1,0.9,0.8485,0.42,0.2985,124,7,12,2011,2,3,192,0,1,0,0,0,0,0
4530,12/7/2011,1,0.9,0.8485,0.42,0.3582,148,7,12,2011,2,3,192,0,1,0,0,0,0,0
4531,12/7/2011,1,0.86,0.7879,0.44,0.2836,202,7,12,2011,2,3,192,0,1,0,0,0,0,0
4532,12/7/2011,1,0.88,0.8182,0.44,0.2836,428,7,12,2011,2,3,192,0,1,0,0,0,0,0
4533,12/7/2011,1,0.86,0.803,0.47,0.2985,511,7,12,2011,2,3,192,0,1,0,0,0,0,0
4534,12/7/2011,1,0.84,0.7576,0.44,0.2836,337,7,12,2011,2,3,192,0,1,0,0,0,0,0
4535,12/7/2011,1,0.82,0.7424,0.43,0.194,308,7,12,2011,2,3,192,0,1,0,0,0,0,0
4536,12/7/2011,1,0.82,0.7424,0.43,0.1045,258,7,12,2011,2,3,192,0,1,0,0,0,0,0
4537,12/7/2011,1,0.8,0.7273,0.46,0.1343,194,7,12,2011,2,3,192,0,1,0,0,0,0,0
4538,12/7/2011,1,0.78,0.7121,0.52,0,79,7,12,2011,2,3,192,0,1,0,0,0,0,0
4539,13/7/2011,1,0.76,0.7121,0.62,0,46,7,13,2011,3,3,193,0,0,1,0,0,0,0
4540,13/7/2011,1,0.76,0.697,0.55,0,12,7,13,2011,3,3,193,0,0,1,0,0,0,0
4541,13/7/2011,1,0.76,0.697,0.55,0,5,7,13,2011,3,3,193,0,0,1,0,0,0,0
4542,13/7/2011,1,0.74,0.6818,0.58,0.194,4,7,13,2011,3,3,193,0,0,1,0,0,0,0
4543,13/7/2011,1,0.74,0.6818,0.58,0.2537,5,7,13,2011,3,3,193,0,0,1,0,0,0,0
4544,13/7/2011,1,0.74,0.6818,0.58,0.194,26,7,13,2011,3,3,193,0,0,1,0,0,0,0
4545,13/7/2011,1,0.74,0.6818,0.58,0.1642,121,7,13,2011,3,3,193,0,0,1,0,0,0,0
4546,13/7/2011,1,0.76,0.697,0.55,0.2537,313,7,13,2011,3,3,193,0,0,1,0,0,0,0
4547,13/7/2011,1,0.8,0.7424,0.49,0.2537,449,7,13,2011,3,3,193,0,0,1,0,0,0,0
4548,13/7/2011,1,0.82,0.7424,0.41,0.194,186,7,13,2011,3,3,193,0,0,1,0,0,0,0
4549,13/7/2011,1,0.82,0.7576,0.46,0.194,113,7,13,2011,3,3,193,0,0,1,0,0,0,0
4550,13/7/2011,1,0.84,0.7424,0.39,0.1642,165,7,13,2011,3,3,193,0,0,1,0,0,0,0
4551,13/7/2011,1,0.84,0.7576,0.41,0.2836,174,7,13,2011,3,3,193,0,0,1,0,0,0,0
4552,13/7/2011,3,0.82,0.7576,0.46,0.1343,158,7,13,2011,3,3,193,0,0,1,0,0,0,0
4553,13/7/2011,3,0.82,0.7576,0.46,0.1343,116,7,13,2011,3,3,193,0,0,1,0,0,0,0
4554,13/7/2011,3,0.64,0.5606,0.94,0.1343,46,7,13,2011,3,3,193,0,0,1,0,0,0,0
4555,13/7/2011,2,0.66,0.5909,0.89,0,141,7,13,2011,3,3,193,0,0,1,0,0,0,0
4556,13/7/2011,1,0.7,0.6667,0.79,0,488,7,13,2011,3,3,193,0,0,1,0,0,0,0
4557,13/7/2011,1,0.72,0.697,0.79,0.1343,463,7,13,2011,3,3,193,0,0,1,0,0,0,0
4558,13/7/2011,1,0.7,0.6667,0.79,0.1045,419,7,13,2011,3,3,193,0,0,1,0,0,0,0
4559,13/7/2011,1,0.7,0.6667,0.84,0.1642,342,7,13,2011,3,3,193,0,0,1,0,0,0,0
4560,13/7/2011,1,0.7,0.6667,0.79,0.1045,250,7,13,2011,3,3,193,0,0,1,0,0,0,0
4561,13/7/2011,1,0.68,0.6364,0.83,0.194,184,7,13,2011,3,3,193,0,0,1,0,0,0,0
4562,13/7/2011,1,0.66,0.6061,0.83,0.2537,116,7,13,2011,3,3,193,0,0,1,0,0,0,0
4563,14/7/2011,1,0.66,0.6212,0.69,0.2985,46,7,14,2011,4,3,194,0,0,0,1,0,0,0
4564,14/7/2011,1,0.66,0.6212,0.61,0.2537,25,7,14,2011,4,3,194,0,0,0,1,0,0,0
4565,14/7/2011,1,0.64,0.6212,0.57,0.2985,10,7,14,2011,4,3,194,0,0,0,1,0,0,0
4566,14/7/2011,1,0.62,0.6212,0.57,0.2985,6,7,14,2011,4,3,194,0,0,0,1,0,0,0
4567,14/7/2011,1,0.62,0.6212,0.53,0.2537,6,7,14,2011,4,3,194,0,0,0,1,0,0,0
4568,14/7/2011,1,0.6,0.6212,0.56,0.2239,28,7,14,2011,4,3,194,0,0,0,1,0,0,0
4569,14/7/2011,1,0.6,0.6061,0.6,0.2239,130,7,14,2011,4,3,194,0,0,0,1,0,0,0
4570,14/7/2011,1,0.62,0.6212,0.53,0.2537,334,7,14,2011,4,3,194,0,0,0,1,0,0,0
4571,14/7/2011,1,0.64,0.6212,0.5,0.3582,486,7,14,2011,4,3,194,0,0,0,1,0,0,0
4572,14/7/2011,1,0.68,0.6364,0.47,0.2836,224,7,14,2011,4,3,194,0,0,0,1,0,0,0
4573,14/7/2011,1,0.7,0.6364,0.42,0.2537,127,7,14,2011,4,3,194,0,0,0,1,0,0,0
4574,14/7/2011,1,0.72,0.6515,0.37,0.2239,148,7,14,2011,4,3,194,0,0,0,1,0,0,0
4575,14/7/2011,1,0.74,0.6515,0.35,0.2537,223,7,14,2011,4,3,194,0,0,0,1,0,0,0
4576,14/7/2011,1,0.76,0.6667,0.33,0.3284,177,7,14,2011,4,3,194,0,0,0,1,0,0,0
4577,14/7/2011,1,0.74,0.6515,0.35,0.2836,178,7,14,2011,4,3,194,0,0,0,1,0,0,0
4578,14/7/2011,1,0.76,0.6667,0.33,0.2985,180,7,14,2011,4,3,194,0,0,0,1,0,0,0
4579,14/7/2011,1,0.76,0.6667,0.33,0.1343,274,7,14,2011,4,3,194,0,0,0,1,0,0,0
4580,14/7/2011,1,0.74,0.6515,0.37,0.1343,595,7,14,2011,4,3,194,0,0,0,1,0,0,0
4581,14/7/2011,1,0.72,0.6515,0.42,0.194,578,7,14,2011,4,3,194,0,0,0,1,0,0,0
4582,14/7/2011,1,0.72,0.6515,0.39,0.2239,400,7,14,2011,4,3,194,0,0,0,1,0,0,0
4583,14/7/2011,1,0.7,0.6364,0.42,0.2239,348,7,14,2011,4,3,194,0,0,0,1,0,0,0
4584,14/7/2011,1,0.66,0.6212,0.5,0.1343,261,7,14,2011,4,3,194,0,0,0,1,0,0,0
4585,14/7/2011,1,0.64,0.6212,0.57,0.0896,176,7,14,2011,4,3,194,0,0,0,1,0,0,0
4586,14/7/2011,1,0.64,0.6061,0.65,0.2537,124,7,14,2011,4,3,194,0,0,0,1,0,0,0
4587,15/7/2011,1,0.62,0.5909,0.73,0.2239,80,7,15,2011,5,3,195,0,0,0,0,1,0,0
4588,15/7/2011,1,0.62,0.5909,0.73,0.194,20,7,15,2011,5,3,195,0,0,0,0,1,0,0
4589,15/7/2011,1,0.6,0.5758,0.78,0.1642,38,7,15,2011,5,3,195,0,0,0,0,1,0,0
4590,15/7/2011,1,0.6,0.5909,0.73,0.194,7,7,15,2011,5,3,195,0,0,0,0,1,0,0
4591,15/7/2011,1,0.6,0.5909,0.73,0.1642,10,7,15,2011,5,3,195,0,0,0,0,1,0,0
4592,15/7/2011,1,0.6,0.5909,0.73,0.1343,23,7,15,2011,5,3,195,0,0,0,0,1,0,0
4593,15/7/2011,2,0.6,0.5909,0.73,0.1045,120,7,15,2011,5,3,195,0,0,0,0,1,0,0
4594,15/7/2011,1,0.64,0.6061,0.65,0.1045,274,7,15,2011,5,3,195,0,0,0,0,1,0,0
4595,15/7/2011,1,0.64,0.6061,0.65,0.2537,564,7,15,2011,5,3,195,0,0,0,0,1,0,0
4596,15/7/2011,1,0.68,0.6364,0.54,0.194,207,7,15,2011,5,3,195,0,0,0,0,1,0,0
4597,15/7/2011,2,0.66,0.6212,0.61,0.1642,166,7,15,2011,5,3,195,0,0,0,0,1,0,0
4598,15/7/2011,1,0.7,0.6515,0.54,0.1343,210,7,15,2011,5,3,195,0,0,0,0,1,0,0
4599,15/7/2011,1,0.7,0.6515,0.48,0.194,238,7,15,2011,5,3,195,0,0,0,0,1,0,0
4600,15/7/2011,1,0.7,0.6515,0.54,0.194,247,7,15,2011,5,3,195,0,0,0,0,1,0,0
4601,15/7/2011,1,0.7,0.6515,0.51,0.194,265,7,15,2011,5,3,195,0,0,0,0,1,0,0
4602,15/7/2011,1,0.72,0.6515,0.45,0.1642,237,7,15,2011,5,3,195,0,0,0,0,1,0,0
4603,15/7/2011,1,0.72,0.6667,0.51,0.194,361,7,15,2011,5,3,195,0,0,0,0,1,0,0
4604,15/7/2011,1,0.74,0.6667,0.42,0.2537,587,7,15,2011,5,3,195,0,0,0,0,1,0,0
4605,15/7/2011,1,0.72,0.6515,0.45,0.2239,496,7,15,2011,5,3,195,0,0,0,0,1,0,0
4606,15/7/2011,1,0.7,0.6364,0.45,0.2239,394,7,15,2011,5,3,195,0,0,0,0,1,0,0
4607,15/7/2011,1,0.7,0.6515,0.51,0.2239,343,7,15,2011,5,3,195,0,0,0,0,1,0,0
4608,15/7/2011,1,0.66,0.6212,0.54,0.1045,261,7,15,2011,5,3,195,0,0,0,0,1,0,0
4609,15/7/2011,1,0.66,0.6212,0.57,0.2239,223,7,15,2011,5,3,195,0,0,0,0,1,0,0
4610,15/7/2011,1,0.64,0.6212,0.61,0.1642,167,7,15,2011,5,3,195,0,0,0,0,1,0,0
4611,16/7/2011,1,0.62,0.6061,0.65,0.194,110,7,16,2011,6,3,196,0,0,0,0,0,1,1
4612,16/7/2011,1,0.6,0.5909,0.69,0.1045,75,7,16,2011,6,3,196,0,0,0,0,0,1,1
4613,16/7/2011,1,0.6,0.5909,0.73,0.1343,58,7,16,2011,6,3,196,0,0,0,0,0,1,1
4614,16/7/2011,1,0.6,0.5758,0.78,0.1343,26,7,16,2011,6,3,196,0,0,0,0,0,1,1
4615,16/7/2011,1,0.6,0.5909,0.73,0.0896,16,7,16,2011,6,3,196,0,0,0,0,0,1,1
4616,16/7/2011,1,0.58,0.5455,0.78,0.0896,10,7,16,2011,6,3,196,0,0,0,0,0,1,1
4617,16/7/2011,1,0.6,0.5758,0.78,0.1642,37,7,16,2011,6,3,196,0,0,0,0,0,1,1
4618,16/7/2011,1,0.62,0.5909,0.73,0.1343,52,7,16,2011,6,3,196,0,0,0,0,0,1,1
4619,16/7/2011,1,0.66,0.6212,0.65,0.1642,127,7,16,2011,6,3,196,0,0,0,0,0,1,1
4620,16/7/2011,1,0.7,0.6515,0.54,0.2239,222,7,16,2011,6,3,196,0,0,0,0,0,1,1
4621,16/7/2011,1,0.72,0.6667,0.54,0.194,322,7,16,2011,6,3,196,0,0,0,0,0,1,1
4622,16/7/2011,1,0.74,0.6667,0.48,0.2239,396,7,16,2011,6,3,196,0,0,0,0,0,1,1
4623,16/7/2011,1,0.76,0.6818,0.43,0.2836,463,7,16,2011,6,3,196,0,0,0,0,0,1,1
4624,16/7/2011,1,0.76,0.6818,0.45,0.2985,497,7,16,2011,6,3,196,0,0,0,0,0,1,1
4625,16/7/2011,1,0.74,0.6667,0.45,0.2985,433,7,16,2011,6,3,196,0,0,0,0,0,1,1
4626,16/7/2011,1,0.76,0.6818,0.45,0.3284,428,7,16,2011,6,3,196,0,0,0,0,0,1,1
4627,16/7/2011,1,0.76,0.6818,0.45,0.2836,425,7,16,2011,6,3,196,0,0,0,0,0,1,1
4628,16/7/2011,1,0.76,0.6818,0.45,0.2239,475,7,16,2011,6,3,196,0,0,0,0,0,1,1
4629,16/7/2011,1,0.76,0.6818,0.45,0.2836,428,7,16,2011,6,3,196,0,0,0,0,0,1,1
4630,16/7/2011,1,0.74,0.6818,0.48,0.194,406,7,16,2011,6,3,196,0,0,0,0,0,1,1
4631,16/7/2011,1,0.72,0.6667,0.51,0.2239,296,7,16,2011,6,3,196,0,0,0,0,0,1,1
4632,16/7/2011,1,0.7,0.6515,0.58,0.2239,252,7,16,2011,6,3,196,0,0,0,0,0,1,1
4633,16/7/2011,1,0.7,0.6515,0.65,0.2836,201,7,16,2011,6,3,196,0,0,0,0,0,1,1
4634,16/7/2011,1,0.68,0.6364,0.61,0.2239,168,7,16,2011,6,3,196,0,0,0,0,0,1,1
4635,17/7/2011,1,0.66,0.6212,0.65,0.2239,125,7,17,2011,7,3,197,0,0,0,0,0,0,1
4636,17/7/2011,1,0.64,0.6061,0.69,0.194,102,7,17,2011,7,3,197,0,0,0,0,0,0,1
4637,17/7/2011,1,0.64,0.6061,0.69,0.2239,94,7,17,2011,7,3,197,0,0,0,0,0,0,1
4638,17/7/2011,1,0.64,0.6061,0.69,0.2239,47,7,17,2011,7,3,197,0,0,0,0,0,0,1
4639,17/7/2011,1,0.62,0.5909,0.73,0.1642,10,7,17,2011,7,3,197,0,0,0,0,0,0,1
4640,17/7/2011,1,0.64,0.6061,0.69,0.2239,12,7,17,2011,7,3,197,0,0,0,0,0,0,1
4641,17/7/2011,1,0.62,0.5909,0.73,0.1642,21,7,17,2011,7,3,197,0,0,0,0,0,0,1
4642,17/7/2011,1,0.64,0.6061,0.73,0.1642,50,7,17,2011,7,3,197,0,0,0,0,0,0,1
4643,17/7/2011,1,0.68,0.6364,0.65,0.2239,118,7,17,2011,7,3,197,0,0,0,0,0,0,1
4644,17/7/2011,1,0.72,0.6667,0.58,0.2239,184,7,17,2011,7,3,197,0,0,0,0,0,0,1
4645,17/7/2011,1,0.74,0.6818,0.6,0.2239,304,7,17,2011,7,3,197,0,0,0,0,0,0,1
4646,17/7/2011,1,0.76,0.697,0.55,0.2836,391,7,17,2011,7,3,197,0,0,0,0,0,0,1
4647,17/7/2011,1,0.76,0.697,0.55,0.2836,420,7,17,2011,7,3,197,0,0,0,0,0,0,1
4648,17/7/2011,1,0.8,0.7424,0.49,0.2985,472,7,17,2011,7,3,197,0,0,0,0,0,0,1
4649,17/7/2011,1,0.8,0.7424,0.49,0.3582,430,7,17,2011,7,3,197,0,0,0,0,0,0,1
4650,17/7/2011,1,0.82,0.7424,0.43,0.2985,324,7,17,2011,7,3,197,0,0,0,0,0,0,1
4651,17/7/2011,1,0.8,0.7273,0.46,0.2985,317,7,17,2011,7,3,197,0,0,0,0,0,0,1
4652,17/7/2011,1,0.8,0.7424,0.49,0.3881,369,7,17,2011,7,3,197,0,0,0,0,0,0,1
4653,17/7/2011,1,0.8,0.7273,0.46,0.2985,390,7,17,2011,7,3,197,0,0,0,0,0,0,1
4654,17/7/2011,1,0.76,0.697,0.55,0.2836,379,7,17,2011,7,3,197,0,0,0,0,0,0,1
4655,17/7/2011,1,0.76,0.7121,0.58,0.2537,262,7,17,2011,7,3,197,0,0,0,0,0,0,1
4656,17/7/2011,1,0.74,0.6818,0.62,0.2239,207,7,17,2011,7,3,197,0,0,0,0,0,0,1
4657,17/7/2011,1,0.72,0.6818,0.66,0.2239,181,7,17,2011,7,3,197,0,0,0,0,0,0,1
4658,17/7/2011,1,0.7,0.6667,0.74,0.1343,93,7,17,2011,7,3,197,0,0,0,0,0,0,1
4659,18/7/2011,1,0.7,0.6667,0.74,0.1343,51,7,18,2011,1,3,198,1,0,0,0,0,0,0
4660,18/7/2011,1,0.7,0.6667,0.74,0.2239,25,7,18,2011,1,3,198,1,0,0,0,0,0,0
4661,18/7/2011,1,0.66,0.6061,0.83,0.2239,10,7,18,2011,1,3,198,1,0,0,0,0,0,0
4662,18/7/2011,1,0.66,0.6061,0.78,0.194,7,7,18,2011,1,3,198,1,0,0,0,0,0,0
4663,18/7/2011,1,0.64,0.5909,0.78,0.1642,4,7,18,2011,1,3,198,1,0,0,0,0,0,0
4664,18/7/2011,1,0.64,0.5909,0.78,0.1045,17,7,18,2011,1,3,198,1,0,0,0,0,0,0
4665,18/7/2011,1,0.64,0.5758,0.83,0.1045,105,7,18,2011,1,3,198,1,0,0,0,0,0,0
4666,18/7/2011,1,0.68,0.6364,0.74,0.2239,277,7,18,2011,1,3,198,1,0,0,0,0,0,0
4667,18/7/2011,1,0.7,0.6515,0.7,0.194,347,7,18,2011,1,3,198,1,0,0,0,0,0,0
4668,18/7/2011,1,0.74,0.697,0.67,0.2239,203,7,18,2011,1,3,198,1,0,0,0,0,0,0
4669,18/7/2011,1,0.76,0.7121,0.62,0.194,130,7,18,2011,1,3,198,1,0,0,0,0,0,0
4670,18/7/2011,1,0.8,0.7576,0.55,0.0896,141,7,18,2011,1,3,198,1,0,0,0,0,0,0
4671,18/7/2011,1,0.8,0.7727,0.59,0.194,165,7,18,2011,1,3,198,1,0,0,0,0,0,0
4672,18/7/2011,1,0.82,0.7879,0.56,0.2537,152,7,18,2011,1,3,198,1,0,0,0,0,0,0
4673,18/7/2011,1,0.82,0.7879,0.56,0.3284,138,7,18,2011,1,3,198,1,0,0,0,0,0,0
4674,18/7/2011,1,0.84,0.803,0.53,0.3284,164,7,18,2011,1,3,198,1,0,0,0,0,0,0
4675,18/7/2011,1,0.84,0.803,0.53,0.2836,265,7,18,2011,1,3,198,1,0,0,0,0,0,0
4676,18/7/2011,1,0.84,0.7879,0.49,0.3284,545,7,18,2011,1,3,198,1,0,0,0,0,0,0
4677,18/7/2011,1,0.82,0.7727,0.49,0.3582,558,7,18,2011,1,3,198,1,0,0,0,0,0,0
4678,18/7/2011,1,0.8,0.7576,0.55,0.2239,398,7,18,2011,1,3,198,1,0,0,0,0,0,0
4679,18/7/2011,1,0.78,0.7424,0.59,0.2239,323,7,18,2011,1,3,198,1,0,0,0,0,0,0
4680,18/7/2011,1,0.74,0.697,0.66,0.194,202,7,18,2011,1,3,198,1,0,0,0,0,0,0
4681,18/7/2011,1,0.76,0.7273,0.66,0.2239,140,7,18,2011,1,3,198,1,0,0,0,0,0,0
4682,18/7/2011,1,0.74,0.697,0.66,0.1642,91,7,18,2011,1,3,198,1,0,0,0,0,0,0
4683,19/7/2011,1,0.74,0.697,0.66,0.1045,51,7,19,2011,2,3,199,0,1,0,0,0,0,0
4684,19/7/2011,2,0.74,0.697,0.66,0.1343,13,7,19,2011,2,3,199,0,1,0,0,0,0,0
4685,19/7/2011,1,0.72,0.6818,0.7,0.1642,13,7,19,2011,2,3,199,0,1,0,0,0,0,0
4686,19/7/2011,1,0.72,0.6818,0.7,0.1642,3,7,19,2011,2,3,199,0,1,0,0,0,0,0
4687,19/7/2011,1,0.72,0.6818,0.7,0.1343,5,7,19,2011,2,3,199,0,1,0,0,0,0,0
4688,19/7/2011,2,0.7,0.6667,0.74,0.1045,19,7,19,2011,2,3,199,0,1,0,0,0,0,0
4689,19/7/2011,2,0.72,0.697,0.74,0.1045,134,7,19,2011,2,3,199,0,1,0,0,0,0,0
4690,19/7/2011,2,0.74,0.697,0.7,0.1642,315,7,19,2011,2,3,199,0,1,0,0,0,0,0
4691,19/7/2011,2,0.76,0.7273,0.7,0.1642,412,7,19,2011,2,3,199,0,1,0,0,0,0,0
4692,19/7/2011,2,0.8,0.7879,0.63,0.1343,199,7,19,2011,2,3,199,0,1,0,0,0,0,0
4693,19/7/2011,2,0.82,0.7879,0.56,0.1642,141,7,19,2011,2,3,199,0,1,0,0,0,0,0
4694,19/7/2011,1,0.82,0.803,0.59,0,127,7,19,2011,2,3,199,0,1,0,0,0,0,0
4695,19/7/2011,1,0.84,0.8182,0.56,0.0896,153,7,19,2011,2,3,199,0,1,0,0,0,0,0
4696,19/7/2011,1,0.86,0.8333,0.53,0.1045,172,7,19,2011,2,3,199,0,1,0,0,0,0,0
4697,19/7/2011,1,0.86,0.8182,0.5,0.194,152,7,19,2011,2,3,199,0,1,0,0,0,0,0
4698,19/7/2011,1,0.88,0.8182,0.44,0.194,158,7,19,2011,2,3,199,0,1,0,0,0,0,0
4699,19/7/2011,1,0.9,0.8485,0.42,0.2985,277,7,19,2011,2,3,199,0,1,0,0,0,0,0
4700,19/7/2011,1,0.8,0.803,0.66,0,513,7,19,2011,2,3,199,0,1,0,0,0,0,0
4701,19/7/2011,1,0.8,0.803,0.66,0.1343,530,7,19,2011,2,3,199,0,1,0,0,0,0,0
4702,19/7/2011,1,0.76,0.7424,0.75,0.194,388,7,19,2011,2,3,199,0,1,0,0,0,0,0
4703,19/7/2011,1,0.74,0.7273,0.74,0.0896,277,7,19,2011,2,3,199,0,1,0,0,0,0,0
4704,19/7/2011,1,0.74,0.7121,0.74,0.1343,241,7,19,2011,2,3,199,0,1,0,0,0,0,0
4705,19/7/2011,1,0.74,0.7121,0.74,0,156,7,19,2011,2,3,199,0,1,0,0,0,0,0
4706,19/7/2011,3,0.72,0.697,0.79,0.1642,92,7,19,2011,2,3,199,0,1,0,0,0,0,0
4707,20/7/2011,1,0.7,0.6667,0.84,0.1045,40,7,20,2011,3,3,200,0,0,1,0,0,0,0
4708,20/7/2011,1,0.7,0.6667,0.84,0,11,7,20,2011,3,3,200,0,0,1,0,0,0,0
4709,20/7/2011,1,0.7,0.6667,0.84,0,9,7,20,2011,3,3,200,0,0,1,0,0,0,0
4710,20/7/2011,1,0.7,0.6667,0.84,0.1045,6,7,20,2011,3,3,200,0,0,1,0,0,0,0
4711,20/7/2011,1,0.68,0.6364,0.83,0,4,7,20,2011,3,3,200,0,0,1,0,0,0,0
4712,20/7/2011,1,0.68,0.6364,0.83,0.1045,23,7,20,2011,3,3,200,0,0,1,0,0,0,0
4713,20/7/2011,2,0.68,0.6364,0.89,0.1045,116,7,20,2011,3,3,200,0,0,1,0,0,0,0
4714,20/7/2011,2,0.7,0.6667,0.84,0.1045,303,7,20,2011,3,3,200,0,0,1,0,0,0,0
4715,20/7/2011,1,0.74,0.7121,0.74,0,438,7,20,2011,3,3,200,0,0,1,0,0,0,0
4716,20/7/2011,1,0.74,0.697,0.7,0.0896,209,7,20,2011,3,3,200,0,0,1,0,0,0,0
4717,20/7/2011,1,0.76,0.7273,0.7,0,110,7,20,2011,3,3,200,0,0,1,0,0,0,0
4718,20/7/2011,1,0.8,0.7879,0.63,0.0896,142,7,20,2011,3,3,200,0,0,1,0,0,0,0
4719,20/7/2011,1,0.82,0.803,0.59,0,149,7,20,2011,3,3,200,0,0,1,0,0,0,0
4720,20/7/2011,1,0.84,0.8182,0.56,0.194,120,7,20,2011,3,3,200,0,0,1,0,0,0,0
4721,20/7/2011,1,0.86,0.8333,0.53,0.2239,127,7,20,2011,3,3,200,0,0,1,0,0,0,0
4722,20/7/2011,1,0.86,0.8182,0.5,0.1642,138,7,20,2011,3,3,200,0,0,1,0,0,0,0
4723,20/7/2011,1,0.84,0.8182,0.56,0,234,7,20,2011,3,3,200,0,0,1,0,0,0,0
4724,20/7/2011,1,0.84,0.8333,0.59,0.194,455,7,20,2011,3,3,200,0,0,1,0,0,0,0
4725,20/7/2011,1,0.84,0.8333,0.59,0.2239,497,7,20,2011,3,3,200,0,0,1,0,0,0,0
